x,y,z,rx,ry,rz,q1,q2,q3,q4,q5,q6,vx,vy,vz,wx,wy,wz,vx_t,vy_t,vz_t,wx_t,wy_t,wz_t,print
-0.3653186455183092,-0.48272520520463713,1.0605037916278366,-0.7283699092372794,-1.7553994705947358,1.7750720626244183,0.19922275841236115,-1.9256752173053187,1.5666990280151367,-2.79128343263735,-0.9866450468646448,0.009537945501506329,-0.23269662606547567,-0.1376159624512903,0.00013937402268723962,0.0017556121459527969,-0.003828389077994313,-0.012062791533637908,-0.22435227906769822,-0.13247322781407903,0.0033559171808444466,0.002254652573904163,-0.0012893222563420959,0.0018486175916034302,False
-0.36707767561822685,-0.4837235920981746,1.060559434492392,-0.7283376199072391,-1.7552906050771033,1.774980619286925,0.20122413337230682,-1.9222219626056116,1.5645170211791992,-2.792590920125143,-0.988753620778219,0.009429712779819965,-0.22224575861200052,-0.11851767461457348,0.0063345135179145,0.003007889065019376,0.006101582458060629,-0.009657817417942485,-0.2195803120078063,-0.11486150388500681,0.004345152958126182,0.0025513317543425854,-0.0014246352527213088,0.0021427203789096444,False
-0.3687507670456033,-0.484550978363284,1.0607026008392808,-0.7282253810148185,-1.7550795775727848,1.774986423433563,0.20273377001285553,-1.9189966360675257,1.5623469352722168,-2.793826405202047,-0.9903472105609339,0.00939376000314951,-0.2191006603702561,-0.10036836375975666,0.010017645043437771,-0.000735463704985808,0.010951961890404602,-0.008527786825691192,-0.21514815830017997,-0.0976070172366183,0.005328245624456818,0.002847778119898771,-0.0015601786173332069,0.0024360940354189583,False
-0.3703419882706539,-0.48525931720464266,1.0609045713342644,-0.7279833392771066,-1.7548459338288558,1.775024173956377,0.20389586687088013,-1.9159515539752405,1.5601768493652344,-2.7949541250811976,-0.9915450255023401,0.009333464317023754,-0.21184774793698846,-0.0831332943865671,0.013536575385921703,-0.0018095109191065416,0.010996808223336362,-0.005999680063915838,-0.21105581794481887,-0.08070976786891355,0.006305195179836538,0.003143991670572154,-0.001695952350177947,0.0027287385611310102,False
-0.3719233994532651,-0.48585647932322196,1.0610807011633097,-0.727808319927103,-1.7546850534272915,1.7750704973296032,0.20471079647541046,-1.9130623976336878,1.558126449584961,-2.795974079762594,-0.9923713842975062,0.009297511540353298,-0.20476329969673304,-0.06694046510063642,0.014557833891683605,0.0018573566602219718,0.016649438149140362,-0.006157030695094392,-0.20730329094172284,-0.06416975578189286,0.0072760016242654135,0.0034399724063632862,-0.0018319564512554497,0.003020653956046367,False
-0.3733867823381496,-0.4863111854757815,1.0613208140198511,-0.7273771542793833,-1.7544607159034113,1.7752392709672078,0.20511788129806519,-1.9103887716876429,1.5561237335205078,-2.7970059553729456,-0.9926713148700159,0.009261558763682842,-0.19678176209638792,-0.04924087847847887,0.01820484881594909,-0.00351935764656876,0.019824011240800573,-0.0015682082288148553,-0.2038905772908919,-0.04798698097555596,0.008240664957743402,0.003735720327271698,-0.0019681909205660235,0.0033118402201646265,False
-0.37494651790735983,-0.48663869213940913,1.0614514939902409,-0.7272078949796769,-1.7543879039116164,1.7753252913019315,0.20510590076446533,-1.907834831868307,1.554337501525879,-2.797905747090475,-0.9925993124591272,0.00924957450479269,-0.19321365426104417,-0.034014936432935315,0.015733081412976014,-0.0009262542893290261,0.014029926162093576,0.003931656784049758,-0.20081767699232628,-0.0321614434499028,0.009199185180270542,0.004031235433297822,-0.002104655758108886,0.0036022973534858152,False
-0.37650780453156985,-0.48686510778176906,1.061525073746041,-0.7271645575221336,-1.75441145507098,1.7752403890192086,0.20481865108013153,-1.9054611364947718,1.5526947975158691,-2.798589531575338,-0.9923356215106409,0.009141717106103897,-0.19343347836862584,-0.02045766463727956,0.011732565929443266,0.005650116020303097,0.009412405212226868,0.007035652770721212,-0.19936428591554198,-0.018038455475568933,0.010128428081088119,0.004325640971831331,-0.002242218502709119,0.0038892795378629454,False
-0.3781218105790841,-0.4869387545351818,1.0616194768816392,-0.7273009792746036,-1.7543721403144072,1.7751751436265168,0.2040995955467224,-1.9031952063189905,1.5510997772216797,-2.799213711415426,-0.9917247931109827,0.009153701364994049,-0.19593261784113528,-0.006095191280379074,0.013228400404291006,0.001394200580541535,0.003395069912047063,0.004756633692527703,-0.19965621012230056,-0.005750273819681618,0.011026119351107004,0.0046188507498986205,-0.002380964441539477,0.004172516833714122,False
-0.3797231008579987,-0.4869431230609426,1.0616954835696037,-0.7271612617895287,-1.7544401369709552,1.775178920489285,0.20310528576374054,-1.9009650389300745,1.5495414733886719,-2.799873177205221,-0.9906461874591272,0.009069811552762985,-0.20214412396992507,0.006152114013346056,0.012525618636157377,0.002208460494070075,-0.002612535933327206,-0.003889801253144095,-0.1999481343290592,0.006537907836205645,0.011923810621125729,0.0049120605279657625,-0.002519710380369804,0.0044557541295652935,False
-0.38135108045074956,-0.4868518701554925,1.0617830931657275,-0.7271652199806813,-1.7544960065654265,1.7751511973682097,0.20185892283916473,-1.8988192717181605,1.5480070114135742,-2.800424400960104,-0.9893882910357874,0.00903385877609253,-0.20114209181052622,0.017825787327023203,0.012782002938706193,0.007017793941230622,0.0026097542792962634,0.00048815646569128036,-0.2002400585358177,0.018826089492092943,0.012821501891144595,0.005205270306032897,-0.002658456319200166,0.004738991425416662,False
